Time (mS),Barometer Temp (C),IMU Temp (C),Pressure (hPA),Altitude (M),Gryo X (mDPS),Gryo Y (mDPS),Gryo Z (mDPS),Accel X (mG),Accel Y (mG),Accel Z (mG),
3503,28.1,29.7,1012.13,114.28,-143342,-143342,-122071,-311,-263,-273,
3523,28.1,29.8,1012.08,114.78,-143342,-143342,-124845,-307,-235,-240,
3542,28.1,29.8,1012.01,115.31,-143342,-143342,-130475,-296,-211,-223,
3563,28.1,29.7,1011.95,115.89,-143342,-143342,-134833,-266,-225,-225,
3583,28.1,29.7,1011.88,116.52,-143342,-143342,-137856,-251,-259,-221,
3602,28.1,29.8,1011.81,117.10,-143342,-143097,-138963,-236,-273,-215,
3622,28.1,29.9,1011.74,117.67,-143342,-140192,-136583,-215,-310,-215,
3642,28.1,29.7,1011.68,118.22,-143342,-135034,-131394,-208,-335,-196,
3662,28.1,29.8,1011.63,118.68,-143342,-133021,-126035,-205,-305,-188,
3682,28.1,29.8,1011.59,119.04,-143342,-134273,-121655,-210,-299,-189,
3702,28.1,29.8,1011.55,119.33,-143342,-136491,-119297,-208,-280,-195,
3722,28.1,29.8,1011.51,119.69,-143342,-139405,-120881,-217,-267,-205,
3742,28.1,29.7,1011.46,120.14,-143342,-142358,-123856,-225,-254,-211,
3763,28.1,29.7,1011.41,120.58,-143342,-143342,-135056,-245,-231,-227,
3783,28.1,29.8,1011.37,120.90,-143342,-143342,-141356,-240,-208,-236,
3802,28.1,29.8,1011.35,121.13,-143342,-143342,-143298,-246,-198,-238,
3821,28.1,29.7,1011.34,121.22,-143342,-143342,-143342,-240,-179,-259,
3841,28.1,29.8,1011.32,121.34,-143342,-143342,-143342,-242,-167,-264,
3861,28.1,29.8,1011.32,121.37,-143342,-143084,-143342,-237,-139,-288,
3881,28.1,29.8,1011.32,121.39,-143342,-140997,-143342,-228,-111,-321,
3901,28.1,29.7,1011.33,121.29,-143342,-135423,-143342,-223,-80,-341,
3921,28.1,29.8,1011.34,121.16,-143342,-127999,-143342,-213,-22,-384,
3941,28.1,29.9,1011.36,121.00,-143342,-117976,-143342,-197,45,-454,
3961,28.1,29.8,1011.37,120.94,-143342,-104505,-143342,-183,115,-515,
3981,28.1,29.7,1011.36,121.05,-143342,-87333,-143342,-164,143,-571,
4001,28.1,29.8,1011.34,121.17,-143342,-67777,-143342,-150,179,-576,
4021,28.1,29.8,1011.31,121.48,-143342,-48418,-143342,-133,146,-568,
4041,28.1,29.7,1011.26,121.93,-143342,-32493,-143342,-125,130,-517,
4060,28.1,29.7,1011.21,122.32,-143342,-22653,-143342,-128,118,-444,
4081,28.1,29.8,1011.16,122.73,-143342,-19184,-143342,-133,72,-382,
4100,28.1,29.7,1011.13,123.06,-143342,-20693,-143342,-139,70,-289,
4120,28.1,29.8,1011.08,123.47,-143342,-25156,-143342,-140,51,-232,
4140,28.1,29.9,1011.04,123.78,-143342,-30108,-143342,-140,75,-180,
4160,28.1,29.8,1011.01,124.04,-143342,-34615,-143342,-141,76,-160,
4180,28.1,29.8,1010.99,124.26,-143342,-38985,-143342,-140,57,-139,
4200,28.1,29.8,1010.97,124.40,-143342,-43115,-143342,-133,44,-122,
4221,28.1,29.9,1010.95,124.59,-143342,-47468,-143342,-121,16,-90,
4240,28.1,29.9,1010.92,124.90,-143342,-47241,-143342,-116,-4,-80,
4261,28.1,29.9,1010.88,125.24,-143342,-45587,-143342,-105,-21,-81,
4280,28.1,29.8,1010.84,125.59,-143342,-42420,-143342,-89,-37,-87,
4299,28.1,29.8,1010.80,125.93,-143342,-39182,-143342,-80,-39,-83,
4320,28.1,29.9,1010.76,126.30,-143342,-37038,-143342,-67,-55,-93,
4339,28.1,29.8,1010.73,126.54,-143342,-36106,-143276,-66,-50,-84,
4393,28.1,29.9,1010.68,126.95,-143342,-37471,-141015,-49,-31,-119,
4412,28.1,29.9,1010.67,127.04,-143342,-37183,-140105,-43,-16,-134,
4431,28.1,29.8,1010.67,127.06,-143342,-37235,-140660,-41,0,-148,
4450,28.1,29.9,1010.66,127.12,-143342,-37686,-141890,-37,21,-159,
4469,28.1,29.8,1010.66,127.18,-143342,-36938,-142966,-31,27,-190,
4488,28.1,29.8,1010.65,127.23,-143342,-34921,-143307,-27,48,-209,
4507,28.1,29.7,1010.65,127.25,-143342,-32650,-143342,-23,53,-223,
4527,28.1,29.8,1010.64,127.33,-143342,-30187,-143342,-22,71,-233,
4545,28.1,29.9,1010.62,127.48,-143342,-26950,-143342,-18,115,-229,
4565,28.1,29.8,1010.61,127.60,-143342,-22898,-143342,-14,155,-213,
4584,28.1,29.8,1010.58,127.86,-143342,-18506,-142690,-8,131,-213,
4603,28.1,29.8,1010.55,128.10,-143342,-14726,-138674,-15,144,-185,
4622,28.1,29.8,1010.51,128.42,-143342,-11659,-133166,-17,150,-156,
4641,28.1,29.8,1010.47,128.77,-143342,-9397,-127946,-17,143,-129,
4660,28.1,29.7,1010.44,129.04,-143342,-7870,-123340,-20,129,-101,
4679,28.1,29.7,1010.41,129.33,-143342,-6304,-120872,-20,124,-77,
4699,28.1,29.7,1010.37,129.68,-143342,-4322,-119533,-21,121,-54,
4719,28.1,29.7,1010.33,130.03,-143342,-1916,-118571,-23,110,-35,
4738,28.1,29.8,1010.30,130.30,-143342,914,-117897,-21,102,-19,
4758,28.1,29.8,1010.27,130.53,-143342,4396,-117350,-20,85,-13,
4778,28.1,29.7,1010.24,130.77,-143342,8684,-116143,-22,76,-2,
4797,28.1,29.7,1010.21,131.06,-143342,13492,-114948,-23,74,9,
4817,28.1,29.8,1010.19,131.28,-143342,18296,-114135,-24,67,16,
4838,28.1,29.7,1010.16,131.48,-143342,23139,-113596,-22,68,23,
4857,28.1,29.8,1010.14,131.68,-143342,28354,-113054,-21,64,23,
4877,28.1,29.6,1010.12,131.87,-143342,33735,-112266,-16,57,22,
4897,28.1,29.8,1010.10,132.05,-143342,39051,-110840,-15,49,19,
4917,28.1,29.8,1010.08,132.18,-143342,44454,-108539,-11,44,19,
4937,28.1,29.8,1010.07,132.30,-143342,49673,-105476,-9,37,16,
4957,28.1,29.8,1010.06,132.38,-143342,54565,-101517,-7,33,16,
4977,28.1,29.7,1010.05,132.46,-143342,59163,-97151,-7,29,15,
4997,28.1,29.8,1010.05,132.51,-143342,63306,-92303,-7,24,15,
5017,28.2,29.8,1010.04,132.56,-143342,67230,-86870,-7,20,12,
5036,28.2,29.8,1010.04,132.60,-143342,71019,-80924,-9,14,13,
5056,28.2,29.8,1010.03,132.66,-143342,74235,-74611,-8,14,16,
5077,28.2,29.8,1010.03,132.64,-143342,76899,-68385,-10,10,20,
5096,28.2,29.8,1010.03,132.65,-143342,79043,-62282,-8,9,23,
5116,28.2,29.8,1010.03,132.66,-143342,80758,-56148,-8,8,26,
5136,28.2,29.7,1010.02,132.70,-143342,82131,-50106,-8,0,26,
5157,28.2,29.8,1010.02,132.74,-143342,84083,-38898,-9,-4,31,
5177,28.2,29.9,1010.01,132.79,-143342,84695,-33915,-11,-11,33,
5197,28.2,29.8,1010.01,132.82,-142979,84949,-29080,-12,-11,35,
5216,28.2,29.8,1010.00,132.88,-140673,85067,-24657,-9,-11,38,
5236,28.2,29.7,1010.00,132.94,-137462,85028,-20431,-8,-10,40,
5256,28.2,29.8,1009.99,133.02,-134973,84835,-16200,-6,-12,43,
5275,28.2,29.9,1009.98,133.10,-133240,84555,-11948,-5,-15,46,
5295,28.2,29.9,1009.97,133.22,-132593,84070,-7826,-4,-19,48,
5316,28.2,29.8,1009.96,133.30,-131709,83444,-3810,-5,-23,46,
5335,28.2,29.8,1009.94,133.42,-130020,82840,236,-8,-23,49,
5355,28.2,29.7,1009.94,133.48,-129097,82241,4239,-5,-27,49,
5375,28.2,29.7,1009.94,133.48,-127242,81589,8496,-5,-33,49,
5395,28.2,29.8,1009.93,133.58,-125072,80981,12547,-5,-36,49,
5415,28.2,29.9,1009.92,133.66,-124201,80272,16327,-2,-38,54,
5435,28.2,29.9,1009.91,133.72,-125886,79410,19718,-3,-45,54,
5455,28.2,29.8,1009.90,133.77,-129031,78443,22955,-4,-52,50,
5475,28.2,29.8,1009.90,133.82,-132291,77350,26219,-8,-53,51,
5494,28.2,29.8,1009.89,133.85,-138411,76151,29120,-10,-60,46,
5514,28.2,29.7,1009.89,133.85,-142607,74742,32221,-13,-63,42,
5535,28.2,29.7,1009.90,133.80,-143342,73040,35415,-17,-70,39,
5554,28.2,29.8,1009.91,133.72,-143342,70805,38928,-20,-74,44,
5574,28.2,29.7,1009.92,133.65,-143342,67790,42367,-19,-84,38,
5594,28.2,29.8,1009.92,133.61,-143342,64286,45828,-25,-88,42,
5614,28.2,29.8,1009.93,133.51,-143342,60077,49113,-27,-91,41,
5634,28.2,29.7,1009.94,133.49,-143342,55575,52819,-28,-101,37,
5655,28.2,29.8,1009.94,133.48,-143342,45132,60335,-31,-112,49,
5709,28.2,29.7,1009.95,133.32,-143342,32996,67536,-34,-121,51,
5713,28.2,29.9,1009.96,133.27,-143342,26271,70065,-36,-117,53,
5733,28.2,29.7,1009.96,133.23,-143342,19188,71592,-36,-117,47,
5753,28.2,29.7,1009.97,133.16,-143342,11742,72616,-39,-122,43,
5773,28.2,29.8,1009.98,133.12,-143342,3780,73285,-43,-116,46,
5793,28.2,29.8,1009.99,133.03,-143342,-4843,73154,-49,-119,39,
5813,28.2,29.7,1009.99,133.00,-143342,-14367,72065,-53,-122,26,
5833,28.2,29.7,1010.01,132.85,-143342,-24552,70201,-57,-116,10,
5853,28.2,29.8,1010.03,132.70,-143342,-34842,67685,-61,-116,0,
5873,28.2,29.7,1010.04,132.56,-143342,-45591,64505,-69,-123,-3,
5893,28.2,29.8,1010.06,132.43,-143342,-57045,59793,-73,-114,-17,
5913,28.2,29.7,1010.07,132.29,-143342,-68565,53379,-78,-99,-31,
5933,28.2,29.7,1010.09,132.16,-143342,-79821,46318,-82,-81,-42,
5952,28.2,29.7,1010.10,132.01,-143342,-90724,38513,-87,-72,-45,
5973,28.2,29.7,1010.13,131.81,-143342,-101228,29881,-95,-65,-45,
5992,28.2,29.7,1010.15,131.61,-143342,-111085,19998,-103,-37,-47,
6012,28.2,29.6,1010.17,131.44,-143342,-119796,8522,-109,-13,-50,
6032,28.2,29.6,1010.18,131.33,-143342,-127561,-4033,-118,15,-50,
6052,28.2,29.6,1010.19,131.24,-143342,-134518,-17399,-123,28,-51,
6072,28.2,29.7,1010.21,131.10,-143342,-139790,-31154,-124,11,-66,
6092,28.2,29.7,1010.22,130.96,-143342,-142213,-44117,-123,6,-65,
6113,28.2,29.7,1010.23,130.92,-143342,-141050,-69951,-122,22,-45,
6133,28.2,29.7,1010.23,130.87,-143342,-137856,-82254,-119,15,-42,
6152,28.2,29.7,1010.24,130.81,-143342,-132947,-93506,-115,17,-33,
6172,28.2,29.7,1010.26,130.65,-143342,-126700,-103853,-109,11,-30,
6191,28.2,29.7,1010.27,130.54,-143342,-119105,-112520,-100,6,-25,
6212,28.2,29.7,1010.28,130.45,-143342,-110035,-119271,-91,-1,-24,
6231,28.2,29.7,1010.29,130.38,-143342,-100003,-124048,-83,-10,-21,
6251,28.2,29.7,1010.30,130.29,-143342,-89451,-127260,-72,-29,-25,
6271,28.2,29.7,1010.30,130.26,-143342,-78592,-127964,-63,-45,-25,
6291,28.2,29.6,1010.31,130.17,-143342,-68136,-126223,-52,-67,-28,
6311,28.2,29.7,1010.32,130.16,-143342,-58773,-122045,-48,-84,-22,
6331,28.2,29.7,1010.32,130.10,-143342,-50863,-116208,-39,-99,-20,
6351,28.2,29.6,1010.32,130.08,-143342,-44778,-109020,-31,-109,-7,
6371,28.2,29.6,1010.33,130.04,-143342,-40551,-101605,-33,-126,-4,
6390,28.2,29.7,1010.34,129.95,-143342,-38241,-94648,-33,-123,2,
6410,28.2,29.6,1010.36,129.79,-143342,-37957,-88764,-35,-125,4,
6430,28.2,29.6,1010.39,129.53,-143342,-39672,-83947,-37,-118,2,
6450,28.2,29.6,1010.42,129.27,-143342,-43281,-80915,-45,-120,-9,
6470,28.2,29.6,1010.45,129.02,-143342,-48501,-79616,-48,-102,-29,
6490,28.2,29.7,1010.48,128.72,-143342,-54936,-79953,-57,-93,-50,
6510,28.2,29.7,1010.52,128.36,-143342,-62693,-82092,-64,-79,-72,
6530,28.2,29.6,1010.56,127.99,-143342,-70564,-86248,-74,-61,-101,
6550,28.2,29.7,1010.61,127.63,-143342,-77476,-91831,-82,-41,-120,
6570,28.2,29.7,1010.64,127.30,-143342,-83807,-98822,-91,-26,-134,
6591,28.2,29.7,1010.68,126.99,-143342,-92557,-112013,-102,-18,-145,
6611,28.2,29.6,1010.71,126.73,-143342,-94386,-118020,-108,-6,-134,
6630,28.2,29.6,1010.73,126.50,-143342,-94797,-123978,-112,-6,-119,
6649,28.2,29.7,1010.76,126.26,-143342,-93642,-129403,-113,-15,-111,
6669,28.2,29.6,1010.79,126.05,-143342,-90978,-133949,-110,-18,-103,
6689,28.2,29.7,1010.81,125.81,-143342,-87005,-136968,-108,-34,-100,
6709,28.2,29.7,1010.83,125.67,-143342,-82726,-138495,-101,-41,-94,
6729,28.2,29.6,1010.85,125.53,-143342,-78697,-138740,-99,-55,-98,
6749,28.2,29.7,1010.86,125.37,-143342,-75394,-137803,-96,-66,-98,
6769,28.2,29.5,1010.88,125.25,-143342,-73171,-135760,-93,-67,-94,
6789,28.2,29.6,1010.89,125.14,-143342,-72170,-133188,-90,-89,-107,
6809,28.2,29.5,1010.91,125.00,-143342,-72786,-130278,-93,-103,-107,
6829,28.2,29.6,1010.93,124.78,-143342,-74882,-128835,-97,-114,-113,
6848,28.2,29.7,1010.96,124.56,-143342,-78089,-129241,-101,-119,-135,
6869,28.2,29.6,1011.00,124.21,-143342,-82145,-131258,-116,-107,-150,
6888,28.2,29.7,1011.03,123.92,-143342,-88348,-135301,-128,-80,-175,
6908,28.2,29.6,1011.06,123.63,-143342,-95235,-140695,-137,-53,-208,
6928,28.2,29.6,1011.09,123.35,-143342,-101272,-143246,-144,-32,-244,
6982,28.2,29.7,1011.16,122.77,-143342,-109786,-143342,-173,22,-287,
6991,28.2,29.6,1011.20,122.43,-143342,-108163,-143342,-180,24,-288,
7010,28.2,29.6,1011.24,122.07,-143342,-104483,-143342,-184,25,-282,
7030,28.2,29.7,1011.28,121.74,-143342,-99631,-143342,-187,24,-283,
7048,28.2,29.8,1011.31,121.44,-143342,-94106,-143342,-190,16,-272,
7068,28.2,29.6,1011.36,121.06,-143342,-88935,-143342,-186,8,-272,
7089,28.2,29.7,1011.39,120.75,-143342,-83794,-143342,-186,16,-274,
7107,28.2,29.6,1011.44,120.37,-143342,-79585,-143342,-180,9,-282,
7127,28.2,29.6,1011.48,120.03,-143342,-76549,-143342,-178,15,-278,
7147,28.2,29.7,1011.52,119.64,-143342,-74265,-143342,-173,17,-297,
7167,28.2,29.6,1011.56,119.28,-143342,-72970,-143342,-173,1,-309,
7187,28.2,29.7,1011.60,118.94,-143342,-72423,-143342,-174,4,-312,
7207,28.2,29.8,1011.64,118.55,-143342,-72712,-143342,-180,-4,-325,
7227,28.2,29.5,1011.68,118.22,-143342,-74016,-143342,-161,-3,-334,
7246,28.2,29.6,1011.73,117.83,-143342,-76685,-143342,-94,-12,-331,
7267,28.2,29.5,1011.76,117.58,-143342,-82066,-143342,168,-23,-286,
7286,28.2,29.6,1011.76,117.51,-143342,-94920,-143342,1132,341,34,
7306,28.2,29.6,1011.69,118.12,-143342,-135205,-143342,37,159,-261,
7326,28.2,29.6,1011.57,119.19,-143342,-143342,-143342,5,-88,-283,
7346,28.2,29.6,1011.37,120.99,-143342,-143342,-143342,645,-326,-42,
7366,28.2,29.6,1011.54,119.49,-143342,-68932,-143342,1927,-30,-1243,
7386,28.2,29.7,1011.67,118.35,-143342,131070,-143342,1998,216,-1975,
7406,28.2,29.6,1011.48,119.99,-139125,56446,-143342,1741,1019,-1998,
7426,28.2,29.6,1011.57,119.21,44716,-136132,-140201,1967,1863,-1998,
7446,28.2,29.7,1011.59,119.07,143342,-143342,38613,1998,1263,-1116,
7466,28.2,29.7,1011.42,120.53,143342,-141828,143342,1998,1993,0,
7486,28.2,29.6,1011.64,118.61,143342,27090,140756,-76,1998,-1988,
7505,28.2,29.6,1011.58,119.15,143342,143342,-33429,-1820,1998,-1998,
7526,28.2,29.5,1011.60,118.92,143342,-138079,-100161,1304,1998,-1998,
7546,28.2,29.5,1011.54,119.47,143342,-112914,110022,1683,1998,-1998,
7566,28.2,29.6,1011.77,117.49,143342,94080,141509,530,1998,-1998,
7585,28.2,29.6,1011.78,117.35,143342,143320,866,-196,1998,-1995,
7605,28.2,29.6,1011.83,116.91,143342,40232,-139107,195,1998,-1914,
7625,28.2,29.4,1011.88,116.50,143342,-137515,6208,1798,1998,-1451,
7645,28.2,29.5,1012.00,115.43,143342,-104991,142865,1998,1998,-454,
7664,28.2,29.5,1011.98,115.63,143342,108863,143342,1892,1176,-1472,
7685,28.2,29.6,1011.96,115.77,107008,143342,5678,1481,-152,845,
7705,28.2,29.6,1011.96,115.85,-103740,52622,-111199,1167,-485,900,
7724,28.2,29.6,1012.00,115.48,-143342,-136990,-91546,1669,-268,-1107,
7744,28.2,29.6,1012.09,114.69,-143342,-49433,-143342,1998,562,-281,
7764,28.2,29.7,1012.13,114.29,-143342,137847,-34746,1998,918,-417,
7784,28.2,29.6,1012.20,113.67,-143342,17920,68661,1998,478,-213,
7804,28.2,29.6,1012.28,112.99,-143342,-7905,-131193,1998,313,136,
7824,28.2,29.6,1012.35,112.38,-143342,142730,-93292,1998,175,-187,
7844,28.2,29.5,1012.42,111.80,-143342,68481,99098,1998,237,-122,
7864,28.2,29.5,1012.48,111.25,-143342,-88116,-59723,1531,652,800,
7884,28.2,29.5,1012.52,110.94,-143342,100563,27304,402,1980,-1086,
7904,28.2,29.5,1012.56,110.57,-143342,82801,82941,867,1998,-1753,
7923,28.2,29.6,1012.59,110.29,-143342,141115,84599,237,1989,-1970,
7943,28.2,29.5,1012.61,110.10,-143342,8168,54556,-1982,1878,-1998,
7963,28.2,29.5,1012.60,110.22,-143342,8754,-95344,-1786,1998,-1998,
7983,28.2,29.6,1012.57,110.47,-139921,83295,89079,-1991,1998,-1619,
8003,28.2,29.5,1012.55,110.63,40648,-125068,-60011,638,1868,-925,
8025,28.2,29.6,1012.58,110.37,143342,78522,-92391,1537,1624,-1347,
8044,28.2,29.5,1012.63,109.93,143342,-89385,64658,1997,1690,946,
8063,28.2,29.6,1012.67,109.63,143342,34746,93773,1995,1997,-1812,
8083,28.2,29.5,1012.70,109.33,143342,-111584,97619,1998,1998,-1998,
8102,28.2,29.7,1012.71,109.26,143342,62370,97173,1560,1850,-1998,
8123,28.2,29.6,1012.72,109.18,143342,-87005,35818,1992,175,-360,
8142,28.2,29.6,1012.75,108.95,143342,18742,70039,1682,-321,1609,
8162,28.2,29.6,1012.77,108.75,141588,143307,-129333,1864,-868,1898,
8216,28.2,29.5,1012.79,108.60,-143342,-143298,39751,727,523,-808,
8233,28.2,29.5,1012.79,108.54,-143342,-74073,-131368,1876,1152,-1425,
8252,28.2,29.5,1012.80,108.46,-143342,121331,-2642,1592,1391,-1695,
8271,28.2,29.6,1012.82,108.33,-143342,21971,137641,791,1344,-1773,
8291,28.2,29.5,1012.85,108.00,-143342,-136981,415,1108,988,-1159,
8310,28.2,29.6,1012.90,107.64,-143342,-93760,-141220,1741,814,-789,
8329,28.2,29.5,1012.93,107.37,-143342,104352,-140485,1467,704,-784,
8348,28.2,29.4,1012.95,107.14,-143342,139776,-1067,251,729,-1200,
8367,28.2,29.5,1012.98,106.93,-140936,3867,105529,-498,865,-1219,
8386,28.2,29.5,1013.00,106.77,26897,-116090,-90291,-139,1136,-1501,
8405,28.2,29.5,1013.01,106.63,143342,-135791,-125352,455,1263,-1997,
8424,28.2,29.5,1013.04,106.43,143342,-54586,47381,345,983,-1998,
8443,28.2,29.5,1013.06,106.24,143342,133411,-29789,-125,513,-1751,
8463,28.2,29.5,1013.07,106.11,143342,138775,-142681,1403,-428,-281,
8482,28.2,29.5,1013.09,105.99,143342,38237,-108832,1942,-410,189,
8502,28.2,29.4,1013.09,105.92,134548,-84844,-288,1754,-50,52,
8522,28.2,29.5,1013.10,105.84,111706,-136832,-15719,1692,7,10,
8541,28.2,29.6,1013.11,105.76,103932,-139842,-35476,1614,2,6,
8560,28.2,29.4,1013.13,105.64,70078,-73491,-20873,1425,-62,117,
8581,28.2,29.6,1013.14,105.52,-36798,66154,28590,1087,-207,258,
8600,28.2,29.6,1013.15,105.40,-137952,140721,120841,1146,-155,171,
8620,28.2,29.5,1013.16,105.32,-143342,142983,133358,872,58,-71,
8640,28.2,29.6,1013.17,105.26,-143342,108635,39851,768,46,-138,
8660,28.2,29.5,1013.17,105.23,-143342,38745,-89118,988,66,-95,
8680,28.2,29.6,1013.18,105.17,-143342,16371,-141995,1235,45,-117,
8700,28.2,29.5,1013.19,105.08,-143342,22610,-133485,1348,61,-132,
8720,28.2,29.5,1013.21,104.93,-143342,23336,-58642,1342,93,-135,
8740,28.2,29.5,1013.22,104.85,-143342,-7560,50531,1080,85,-218,
8760,28.2,29.5,1013.23,104.76,-143342,-81239,132221,751,112,-356,
8779,28.2,29.4,1013.23,104.72,-143255,-131311,143342,943,136,-338,
8800,28.2,29.5,1013.24,104.61,-100905,-93480,143342,1216,99,-351,
8819,28.2,29.5,1013.26,104.51,45167,-33906,131831,943,124,-506,
8839,28.2,29.5,1013.26,104.43,137917,2716,67742,672,89,-878,
8859,28.2,29.5,1013.27,104.35,143342,-24513,40989,465,103,-1169,
8879,28.2,29.4,1013.28,104.34,143342,-16975,68591,321,-58,-1146,
8899,28.2,29.5,1013.29,104.23,143342,47013,135043,437,-165,-1154,
8919,28.2,29.5,1013.29,104.19,143342,95283,138696,521,-113,-954,
8939,28.2,29.6,1013.29,104.21,143342,119385,30533,964,82,-744,
8959,28.2,29.5,1013.29,104.19,143342,75429,-39007,1591,118,-394,
8980,28.2,29.4,1013.30,104.15,143342,61700,122285,1130,373,-615,
8999,28.2,29.4,1013.30,104.12,143342,116322,119411,823,638,-1125,
9018,28.2,29.5,1013.30,104.11,143342,86843,-1588,906,941,-1649,
9039,28.2,29.6,1013.29,104.20,143342,22290,-34216,1375,733,-1437,
9058,28.2,29.5,1013.29,104.20,143342,62142,57360,1309,441,-1136,
9078,28.2,29.6,1013.29,104.21,143342,77844,25243,929,107,-574,
9098,28.2,29.5,1013.29,104.21,143342,10548,-28363,787,-278,-145,
9118,28.2,29.5,1013.29,104.20,143342,-94329,13746,749,-344,226,
9138,28.2,29.5,1013.30,104.13,127990,-125838,39313,858,-387,183,
9158,28.2,29.4,1013.30,104.09,-32777,-135782,-6763,1174,-295,97,
9178,28.2,29.6,1013.31,104.07,-140013,-103446,-80941,1419,-231,-144,
9198,28.2,29.5,1013.31,104.05,-143342,-83951,-79590,1355,-103,-324,
9217,28.2,29.5,1013.30,104.09,-143342,-82066,-34020,1097,-41,-624,
9238,28.2,29.5,1013.30,104.14,-143342,-118693,993,765,151,-999,
9257,28.2,29.5,1013.30,104.13,-143342,-121428,-60121,683,248,-1026,
9277,28.2,29.6,1013.30,104.15,-143027,-43338,-131604,805,265,-961,
9297,28.2,29.6,1013.30,104.09,-70319,58957,-124245,979,183,-693,
9317,28.2,29.6,1013.30,104.09,105083,117258,-22802,1025,178,-705,
9337,28.2,29.6,1013.31,104.07,143342,76208,65152,918,244,-690,
9357,28.2,29.6,1013.31,104.03,143342,10828,67156,829,295,-665,
9377,28.2,29.5,1013.32,103.98,143342,-39672,23966,803,368,-812,
9397,28.2,29.5,1013.34,103.81,143342,-62632,-38981,840,407,-778,
9417,28.2,29.7,1013.36,103.64,143342,-32309,-75293,1024,300,-737,
9437,28.2,29.5,1013.38,103.41,143342,3933,-5070,962,62,-434,
9492,28.2,29.6,1013.43,103.01,143342,1610,50089,970,-253,-24,
9496,28.2,29.6,1013.44,102.87,135489,-26092,62934,870,-366,144,
9516,28.2,29.5,1013.46,102.69,-22653,-56818,66399,726,-405,179,
9536,28.2,29.6,1013.48,102.55,-141518,-96971,22916,646,-322,-68,
9556,28.2,29.6,1013.50,102.41,-143342,-116235,-85010,805,-156,-267,
9576,28.2,29.6,1013.51,102.28,-143342,-51016,-141981,1091,7,-500,
9596,28.2,29.5,1013.52,102.25,-143342,27676,-140205,1147,198,-740,
9617,28.2,29.6,1013.51,102.34,-143342,52062,-103407,1047,312,-858,
9635,28.2,29.4,1013.50,102.36,-143342,18191,-68311,832,376,-860,
9656,28.2,29.4,1013.50,102.43,-143342,-15986,-98761,797,374,-691,
9675,28.2,29.6,1013.49,102.47,-143342,22500,-138425,868,269,-444,
9695,28.2,29.6,1013.48,102.54,-128900,103910,-99343,803,236,-363,
9715,28.3,29.6,1013.49,102.49,34098,141876,-2121,746,244,-357,
9735,28.3,29.5,1013.49,102.48,141181,143272,77306,633,273,-466,
9755,28.3,29.5,1013.50,102.42,143342,128918,92876,729,311,-559,
9775,28.3,29.6,1013.50,102.42,143342,82866,64032,804,335,-599,
9795,28.3,29.5,1013.50,102.38,143342,41890,20829,805,363,-630,
9815,28.3,29.5,1013.52,102.23,143342,15771,-21910,739,322,-615,
9835,28.3,29.7,1013.54,102.05,143342,15378,-45224,646,187,-517,
9854,28.3,29.4,1013.57,101.75,143342,34536,-54333,533,2,-330,
9875,28.3,29.4,1013.60,101.52,143342,56428,-62676,433,-141,-154,
9894,28.3,29.5,1013.63,101.27,143342,56358,-78019,456,-243,-30,
9915,28.3,29.6,1013.66,101.03,27405,-29570,-81191,744,-271,47,
9935,28.3,29.5,1013.67,100.87,-124061,-52198,-90186,892,-211,-25,
9955,28.3,29.6,1013.69,100.76,-143342,-42546,-120618,784,-128,-134,
9974,28.3,29.3,1013.70,100.65,-143342,4956,-142051,715,-39,-249,
9994,28.3,29.5,1013.70,100.61,-143342,68333,-128826,722,50,-403,
10014,28.3,29.4,1013.70,100.62,-143342,88108,-76636,730,129,-503,
10034,28.3,29.5,1013.71,100.57,-143342,59911,-45740,691,200,-567,
10054,28.3,29.4,1013.71,100.56,-140406,28004,-70175,915,254,-491,
10073,28.3,29.5,1013.71,100.55,-30183,37550,-89486,1047,257,-426,
10094,28.3,29.5,1013.72,100.52,128069,57281,-55466,1024,268,-457,
10113,28.3,29.5,1013.73,100.41,143342,61792,-7966,883,298,-516,
10133,28.3,29.4,1013.74,100.26,143342,63647,14113,867,382,-649,
10153,28.3,29.4,1013.76,100.11,143342,54105,-1920,898,433,-796,
10173,28.3,29.6,1013.78,99.91,143342,12923,-8054,1041,398,-830,
10193,28.3,29.4,1013.80,99.75,143342,-17823,15172,1132,317,-767,
10213,28.3,29.4,1013.81,99.66,143342,-10123,20833,1101,227,-684,
10233,28.3,29.4,1013.82,99.65,143342,-9209,14704,1013,82,-558,
10253,28.3,29.5,1013.81,99.71,143342,-37992,37043,1027,-58,-340,
10272,28.3,29.5,1013.80,99.74,143342,-58808,62781,956,-184,-131,
10293,28.3,29.4,1013.79,99.89,143342,-65813,56481,849,-264,4,
10312,28.3,29.4,1013.78,99.96,131538,-60357,11751,771,-313,52,
10332,28.3,29.5,1013.77,100.04,-21424,-50806,-28560,826,-308,23,
10352,28.3,29.4,1013.78,99.99,-139523,-41978,-48706,898,-252,-84,
10372,28.3,29.5,1013.79,99.90,-143342,-34046,-66486,952,-156,-213,
10393,28.3,29.5,1013.80,99.79,-143342,-25554,-81742,1110,-15,-446,
10413,28.3,29.5,1013.82,99.62,-143342,-24701,-69391,1119,41,-576,
10432,28.3,29.4,1013.84,99.43,-143342,-30703,-67095,1013,74,-624,
10452,28.3,29.4,1013.87,99.20,-143342,-22732,-64032,815,89,-602,
