Time (mS),Barometer Temp (C),IMU Temp (C),Pressure (hPA),Altitude (M),Gryo X (mDPS),Gryo Y (mDPS),Gryo Z (mDPS),Accel X (mG),Accel Y (mG),Accel Z (mG),
53897,28.4,29.4,1025.16,1.49,143342,122784,135222,-897,1076,-217,
53918,28.4,29.5,1025.15,1.57,143342,143342,143342,-692,1984,-1997,
53938,28.4,29.4,1025.15,1.56,143342,143342,143342,-52,1820,-1998,
53957,28.4,29.4,1025.15,1.56,143342,143342,143342,272,1143,-1940,
53977,28.4,29.5,1025.16,1.51,143342,137475,143342,54,450,-1118,
53996,28.4,29.5,1025.16,1.50,143342,65331,143342,-259,84,-205,
54016,28.4,29.5,1025.16,1.50,143342,-14354,143342,-224,13,251,
54036,28.4,29.4,1025.16,1.53,143342,-85229,143342,-472,52,391,
54056,28.4,29.4,1025.15,1.58,143342,-80885,115806,-794,63,444,
54076,28.4,29.5,1025.14,1.65,143342,-20413,-39252,-953,45,545,
54096,28.4,29.3,1025.14,1.66,143342,45171,-136246,-758,-23,713,
54116,28.4,29.4,1025.14,1.65,143342,101263,-91266,-656,-130,797,
54136,28.4,29.4,1025.14,1.64,131608,139658,56940,-814,-214,752,
54155,28.4,29.4,1025.15,1.61,-7135,139951,139951,-1180,-169,507,
54176,28.4,29.3,1025.14,1.68,-132212,87001,139361,-1430,-96,300,
54196,28.4,29.4,1025.14,1.65,-143342,14704,52023,-1573,-117,267,
54215,28.4,29.4,1025.14,1.64,-143342,-6514,-94758,-1452,-225,337,
54235,28.3,29.5,1025.15,1.60,-143342,-2800,-142791,-1215,-294,289,
54255,28.3,29.4,1025.15,1.58,-143342,4331,-131153,-938,-204,-30,
54275,28.3,29.4,1025.15,1.61,-143342,-25160,-68831,-857,83,-627,
54295,28.3,29.4,1025.15,1.59,-143342,-92575,-49109,-884,411,-1151,
54315,28.3,29.4,1025.15,1.62,-143342,-120697,-115290,-743,588,-1309,
54335,28.3,29.4,1025.15,1.59,-143342,-59797,-143285,-459,563,-1120,
54355,28.3,29.5,1025.15,1.57,-143342,14183,-143342,-192,464,-774,
54375,28.3,29.5,1025.15,1.62,-143342,41168,-142213,-132,344,-492,
54395,28.3,29.4,1025.14,1.63,-143342,35105,-133446,-504,244,-359,
54448,28.3,29.4,1025.13,1.75,-143342,6930,-143342,-851,198,-377,
54454,28.3,29.4,1025.13,1.72,-143342,-35533,-143342,-880,140,-330,
54474,28.3,29.4,1025.14,1.71,-143290,-88528,-143342,-806,49,-202,
54494,28.3,29.3,1025.13,1.75,-143119,-129836,-138687,-813,-35,-118,
54514,28.3,29.4,1025.13,1.76,-143342,-143128,-66521,-808,-58,-56,
54534,28.3,29.4,1025.13,1.79,-143342,-142502,39020,-736,14,-30,
54554,28.3,29.5,1025.13,1.78,-143342,-124818,89748,-597,61,-20,
54574,28.3,29.4,1025.12,1.83,-143342,-90033,100423,-463,64,-14,
54593,28.3,29.3,1025.13,1.77,-141540,-53983,91183,-416,58,-26,
54614,28.3,29.4,1025.14,1.71,-104125,-19993,67698,-456,59,-65,
54634,28.3,29.4,1025.13,1.72,-24307,7581,37813,-584,71,-134,
54653,28.3,29.4,1025.14,1.70,78960,28638,6199,-768,112,-226,
54673,28.3,29.4,1025.14,1.71,140840,48243,-36798,-991,195,-399,
54693,28.3,29.3,1025.15,1.63,143342,48881,-91936,-1144,223,-619,
54713,28.3,29.3,1025.14,1.65,143342,3696,-95746,-1247,134,-754,
54733,28.3,29.5,1025.14,1.64,143342,-64946,7866,-1232,-36,-681,
54753,28.3,29.3,1025.15,1.61,143342,-85806,130436,-1212,-28,-607,
54773,28.3,29.3,1025.15,1.55,143342,-28363,143342,-1280,78,-737,
54793,28.3,29.4,1025.16,1.47,143342,44926,143342,-1324,108,-800,
54813,28.3,29.3,1025.17,1.38,143342,98332,143342,-1294,65,-785,
54833,28.3,29.4,1025.17,1.39,143342,115701,126914,-1309,24,-805,
54853,28.3,29.4,1025.18,1.36,143342,-36216,6982,-1097,-165,-503,
54873,28.3,29.5,1025.18,1.32,142708,-99386,9458,-884,-232,-181,
54893,28.3,29.3,1025.19,1.27,66373,-94119,18860,-765,-243,0,
54912,28.3,29.2,1025.19,1.28,-108653,-44458,20781,-809,-216,-56,
54932,28.3,29.5,1025.19,1.28,-143342,9852,20125,-1044,-184,-246,
54952,28.3,29.3,1025.19,1.24,-143342,53996,35406,-1192,-88,-475,
54972,28.3,29.5,1025.19,1.27,-143342,93520,31294,-1277,1,-697,
54992,28.3,29.2,1025.18,1.34,-143342,121318,8614,-1235,105,-915,
55012,28.3,29.4,1025.18,1.32,-143342,135248,-68289,-1215,179,-1052,
55032,28.3,29.4,1025.19,1.27,-135751,136806,-138390,-1031,134,-1080,
55052,28.3,29.5,1025.18,1.35,-13203,104671,-143005,-1048,47,-1141,
55072,28.3,29.4,1025.18,1.30,125116,-10390,-103779,-1155,11,-1007,
55092,28.3,29.4,1025.18,1.32,143342,-121988,11865,-706,46,-633,
55111,28.3,29.3,1025.18,1.34,143342,-130252,119577,-201,75,-297,
55131,28.3,29.4,1025.18,1.36,143342,-59618,143342,61,116,-187,
55151,28.3,29.3,1025.18,1.34,143342,32576,143342,100,146,-187,
55171,28.3,29.4,1025.18,1.36,143342,108618,143342,-72,172,-267,
55191,28.3,29.2,1025.18,1.35,143342,141763,138473,-379,218,-457,
55211,28.3,29.4,1025.19,1.26,143342,136626,70210,-669,269,-709,
55231,28.3,29.4,1025.19,1.24,143342,76081,-27295,-812,328,-870,
55251,28.3,29.3,1025.19,1.25,143342,-15281,-74200,-725,286,-951,
55271,28.3,29.4,1025.18,1.29,143342,-75713,2292,-633,27,-712,
55291,28.3,29.3,1025.18,1.32,143342,-24058,127299,-1067,-183,-432,
55311,28.3,29.4,1025.18,1.36,143342,90510,143342,-1785,-96,-847,
55331,28.3,29.6,1025.18,1.35,142065,12324,-32536,-1993,-403,-798,
55352,28.3,29.4,1025.17,1.41,26145,-25252,-113483,-1655,-430,-648,
55371,28.3,29.3,1025.16,1.47,-135520,-48776,-141540,-1001,-285,-697,
55390,28.3,29.4,1025.17,1.46,-143342,-52688,-143342,-342,-214,-451,
55410,28.3,29.3,1025.17,1.44,-143342,10950,-130593,26,-45,-449,
55430,28.3,29.2,1025.17,1.45,-143342,68665,-42179,30,126,-503,
55450,28.3,29.4,1025.17,1.45,-143342,64640,38622,-5,196,-482,
55470,28.3,29.5,1025.17,1.40,-143342,27330,58419,-109,201,-437,
55490,28.3,29.3,1025.17,1.42,-143342,-8575,15640,-281,192,-446,
55510,28.3,29.3,1025.17,1.38,-143342,-28564,-81948,-504,190,-506,
55530,28.3,29.2,1025.18,1.34,-140376,-32418,-141400,-614,174,-577,
55549,28.3,29.3,1025.18,1.32,-42249,-27230,-143342,-674,80,-611,
55569,28.3,29.3,1025.19,1.24,103731,-20650,-141268,-913,-40,-622,
55589,28.3,29.2,1025.19,1.23,141802,-4746,-44533,-923,-119,-604,
55609,28.3,29.2,1025.20,1.16,119437,17176,121800,-1360,-121,-737,
55629,28.3,29.3,1025.20,1.17,96280,-14647,143342,-1645,-22,-907,
55649,28.3,29.2,1025.20,1.17,133533,-22741,137095,-1441,126,-1113,
55669,28.3,29.3,1025.19,1.24,143342,36828,11309,-1832,41,-1196,
55721,28.3,29.3,1025.18,1.30,-103289,-103871,-30432,-1301,-492,-582,
55733,28.3,29.2,1025.19,1.28,-143342,-111295,93533,-1167,-187,-740,
55751,28.3,29.3,1025.19,1.28,-143342,-44388,84503,-995,115,-930,
55771,28.3,29.2,1025.19,1.27,-143342,57404,-53891,-813,212,-953,
55790,28.3,29.3,1025.19,1.24,-143342,131600,-140288,-484,131,-910,
55809,28.3,29.3,1025.19,1.22,-143342,113553,-143342,-441,46,-922,
55830,28.3,29.4,1025.19,1.22,-143342,-9502,-136985,-439,10,-825,
55848,28.3,29.3,1025.20,1.18,-143342,-124442,-79660,-393,19,-598,
55868,28.3,29.2,1025.20,1.20,-139041,-143342,-12175,-225,22,-369,
55888,28.3,29.2,1025.19,1.25,-89858,-138145,39795,-254,45,-245,
55908,28.3,29.3,1025.19,1.27,-61,-70630,55133,-500,95,-213,
55928,28.3,29.2,1025.18,1.31,109011,45784,17373,-679,120,-264,
55948,28.3,29.3,1025.18,1.32,143281,129815,-46602,-715,111,-359,
55967,28.3,29.3,1025.18,1.34,143342,142235,-91411,-670,34,-405,
55987,28.3,29.4,1025.18,1.35,143342,109353,-70520,-715,-43,-397,
56007,28.3,29.3,1025.18,1.31,143342,39676,-1343,-770,-72,-351,
56027,28.3,29.3,1025.18,1.30,143342,-15623,73311,-816,-65,-325,
56047,28.3,29.3,1025.18,1.31,143342,-45171,127010,-831,-46,-317,
56067,28.3,29.3,1025.18,1.33,143342,-49516,143053,-857,-50,-303,
56087,28.3,29.2,1025.18,1.31,143342,-31316,142891,-916,-18,-329,
56107,28.3,29.3,1025.19,1.26,143342,1378,114541,-1062,31,-421,
56127,28.3,29.2,1025.19,1.21,143342,25703,26941,-1171,50,-509,
56147,28.3,29.2,1025.19,1.21,143342,21091,-59858,-1088,-11,-492,
56167,28.3,29.2,1025.20,1.19,143342,-2331,-82665,-941,-121,-366,
56186,28.3,29.3,1025.20,1.15,143342,-16248,-36456,-901,-183,-284,
56207,28.3,29.2,1025.20,1.15,142821,-14756,22750,-944,-185,-268,
56226,28.3,29.3,1025.21,1.11,100209,-3062,61652,-905,-181,-271,
56246,28.3,29.2,1025.20,1.16,-4497,16563,76291,-871,-150,-279,
56266,28.3,29.3,1025.20,1.16,-81186,40503,63061,-856,-101,-349,
56287,28.3,29.2,1025.20,1.14,-73797,35533,-57588,-960,-67,-577,
56307,28.3,29.3,1025.21,1.08,-56096,-3714,-117438,-943,-130,-606,
56326,28.3,29.2,1025.21,1.11,-100918,-38390,-117009,-876,-195,-552,
56346,28.3,29.3,1025.20,1.15,-142095,-41938,-54600,-841,-176,-568,
56366,28.3,29.2,1025.20,1.14,-143342,-27925,15793,-850,-112,-632,
56386,28.3,29.2,1025.20,1.19,-143342,-12818,58931,-917,-50,-721,
56406,28.3,29.4,1025.20,1.20,-143342,2506,66850,-1016,0,-821,
56425,28.3,29.3,1025.19,1.21,-134710,19665,32003,-1138,59,-940,
56446,28.3,29.3,1025.20,1.21,-14984,27545,-41680,-1149,48,-995,
56465,28.3,29.2,1025.19,1.21,123991,16030,-85063,-1017,-37,-915,
56485,28.3,29.1,1025.19,1.23,143342,-1373,-44253,-909,-112,-774,
56505,28.3,29.1,1025.20,1.20,143342,-7245,38040,-904,-108,-718,
56525,28.3,29.1,1025.20,1.15,143342,-3163,87858,-908,-88,-713,
56545,28.3,29.3,1025.20,1.15,143342,1360,90453,-958,-72,-714,
56565,28.3,29.3,1025.20,1.13,143342,-1413,54932,-1024,-47,-707,
56585,28.3,29.2,1025.20,1.13,143342,-15841,-9340,-1006,-32,-682,
56605,28.3,29.2,1025.20,1.17,143342,-42385,-69790,-861,-76,-562,
56625,28.3,29.1,1025.20,1.15,143342,-61600,-73740,-709,-144,-381,
56644,28.3,29.2,1025.20,1.18,133070,-52093,-18878,-632,-161,-273,
56665,28.3,29.2,1025.20,1.18,65296,-23384,42476,-672,-126,-303,
56684,28.3,29.2,1025.19,1.21,11808,-3010,66228,-732,-94,-370,
56704,28.3,29.3,1025.20,1.21,-2620,-3298,53799,-817,-70,-422,
56724,28.3,29.3,1025.20,1.20,13146,-18423,17447,-838,-59,-428,
56745,28.3,29.2,1025.19,1.22,51966,-46991,-49091,-711,-78,-298,
56766,28.3,29.2,1025.19,1.25,36666,-48068,-49774,-622,-106,-208,
56785,28.3,29.3,1025.19,1.27,-13352,-40998,-24115,-603,-112,-162,
56804,28.3,29.2,1025.19,1.25,-73421,-29881,6895,-575,-103,-142,
56824,28.3,29.2,1025.19,1.27,-125391,-18208,30537,-558,-88,-142,
56844,28.3,29.3,1025.18,1.30,-143141,-9310,40757,-581,-65,-168,
56864,28.3,29.2,1025.19,1.25,-143342,-5919,33985,-718,-54,-234,
56883,28.3,29.2,1025.19,1.23,-143342,-11488,10876,-928,-40,-353,
56904,28.3,29.2,1025.19,1.26,-138923,-25545,-34256,-1061,-47,-430,
56923,28.3,29.1,1025.19,1.26,-123690,-38010,-77542,-1002,-102,-397,
56943,28.3,29.1,1025.19,1.26,-138503,-40578,-76597,-884,-142,-327,
56995,28.3,29.4,1025.19,1.24,-143342,-50592,-6811,-928,-21,-451,
57012,28.3,29.3,1025.19,1.24,-143342,-42949,-44069,-931,-1,-465,
57032,28.3,29.1,1025.19,1.30,-143342,-28301,-82573,-982,-41,-490,
57051,28.3,29.2,1025.19,1.28,-143342,-14818,-80080,-1038,-92,-553,
57070,28.3,29.1,1025.18,1.30,-143342,-16095,-38163,-1042,-70,-605,
57089,28.3,29.3,1025.18,1.32,-142655,-23681,-9913,-965,-11,-601,
57108,28.3,29.2,1025.19,1.30,-102300,-20956,-22544,-805,7,-526,
57127,28.3,29.0,1025.19,1.30,-16690,-13877,-44078,-713,-29,-455,
57146,28.3,29.2,1025.19,1.30,34606,-21857,-42485,-781,-53,-489,
57165,28.3,29.3,1025.18,1.31,62282,-38395,-23375,-838,-69,-518,
57185,28.3,29.1,1025.18,1.35,76396,-49918,3858,-913,-66,-526,
57203,28.3,29.1,1025.18,1.33,93633,-51638,20636,-939,-60,-509,
57223,28.3,29.2,1025.18,1.37,105581,-41623,28848,-961,-81,-493,
57243,28.3,29.2,1025.17,1.40,95641,-28411,37283,-1001,-77,-506,
57262,28.3,29.3,1025.17,1.39,89451,-14700,31014,-950,-65,-481,
57282,28.3,29.2,1025.18,1.38,92172,-3233,11501,-798,-54,-397,
57302,28.3,29.3,1025.17,1.40,97873,-3106,-8951,-770,-58,-360,
57322,28.3,29.1,1025.17,1.41,95383,-12088,-22653,-830,-71,-371,
57342,28.3,29.2,1025.17,1.39,77109,-23524,-29120,-921,-108,-384,
57362,28.3,29.2,1025.17,1.40,24705,-34002,-19796,-947,-130,-371,
57381,28.3,29.1,1025.17,1.42,-51900,-37699,-1986,-992,-136,-365,
57401,28.3,29.1,1025.17,1.41,-125230,-37043,14713,-1081,-121,-394,
57422,28.3,29.3,1025.17,1.44,-143338,-32256,12320,-1233,-35,-516,
57441,28.3,29.1,1025.17,1.41,-142288,-25694,-43509,-1073,-28,-475,
57461,28.3,29.3,1025.17,1.40,-131770,-13619,-89980,-994,-68,-372,
57481,28.3,29.2,1025.17,1.39,-138145,2651,-93918,-1128,-104,-434,
57501,28.3,29.4,1025.17,1.42,-143342,18799,-67865,-1275,-93,-548,
57521,28.3,29.2,1025.17,1.45,-143342,32589,-57553,-1418,-63,-622,
57541,28.3,29.2,1025.17,1.46,-143342,42647,-48352,-1445,-155,-575,
57561,28.3,29.2,1025.16,1.51,-143342,38762,11611,-1531,-130,-680,
57581,28.3,29.1,1025.16,1.49,-143342,11541,46983,-1601,-9,-765,
57601,28.3,29.3,1025.17,1.47,-143176,-4449,-2366,-1454,-9,-647,
57620,28.3,29.2,1025.16,1.48,-140984,-10040,-40210,-1167,-92,-442,
57641,28.3,29.3,1025.17,1.46,-143180,-18103,-24399,-908,-72,-340,
57661,28.3,29.3,1025.17,1.45,-143342,-22238,-18659,-761,-44,-239,
57681,28.3,29.3,1025.17,1.40,-143342,15938,-37695,-825,-109,-156,
57702,28.3,29.1,1025.18,1.35,-143342,16283,1137,-999,-146,-215,
57721,28.3,29.2,1025.18,1.35,-143342,-5521,39628,-1181,-105,-325,
57740,28.3,29.3,1025.17,1.39,-143342,-34046,19823,-1291,-49,-319,
57760,28.3,29.1,1025.18,1.37,-143342,-28153,-52950,-1280,-66,-417,
57780,28.3,29.1,1025.18,1.37,-143342,-33438,-105017,-1356,-79,-550,
57800,28.3,29.2,1025.18,1.37,-143342,-50036,-114848,-1386,-28,-632,
57820,28.3,29.1,1025.17,1.39,-143342,-36588,-119923,-1213,16,-627,
57840,28.3,29.1,1025.17,1.47,-143342,966,-120316,-1110,109,-861,
57860,28.3,29.2,1025.16,1.53,-143342,-8785,-133218,-915,154,-818,
57880,28.3,29.1,1025.16,1.56,-143342,-27072,-143053,-623,144,-597,
57900,28.3,29.3,1025.15,1.65,-143342,-28931,-142196,-486,107,-452,
57919,28.3,29.1,1025.14,1.67,-143342,-34435,-128275,-569,98,-410,
57940,28.2,29.1,1025.15,1.64,-143342,-48230,-131390,-752,115,-436,
57959,28.2,29.2,1025.14,1.67,-143342,-59115,-143018,-839,92,-388,
57979,28.2,29.1,1025.14,1.69,-142104,-55575,-143342,-900,29,-283,
57999,28.2,29.2,1025.14,1.69,-116886,-34326,-135012,-1001,-27,-221,
58019,28.2,29.2,1025.14,1.69,-97510,-10556,-70713,-1071,-43,-212,
58039,28.2,29.2,1025.14,1.71,-72681,12639,-2366,-950,12,-216,
58059,28.2,29.3,1025.14,1.72,-23130,43614,52653,-869,-1185,811,
58079,28.2,29.0,1025.14,1.70,71824,114585,134500,-525,2,-235,
58099,28.2,29.3,1025.16,1.50,136500,126927,143342,-730,1805,-533,
58119,28.2,29.2,1025.15,1.58,-46987,143211,111282,-1128,716,-748,
58138,28.2,29.2,1025.14,1.66,-4466,74711,-102287,-1239,-211,-936,
58159,28.2,29.2,1025.13,1.81,128003,-139698,-107712,-322,-797,329,
58179,28.2,29.1,1025.12,1.83,79244,-41536,-20811,-904,-482,162,
58199,28.2,29.0,1025.12,1.84,134627,9843,-25707,-769,-183,259,
58218,28.2,29.1,1025.13,1.78,143342,44625,-67313,-981,171,52,
58270,28.2,29.3,1025.12,1.86,143342,-57023,-141837,-1237,0,-404,
58278,28.2,29.1,1025.12,1.85,143342,-128537,-114310,-1146,-297,11,
58298,28.2,29.1,1025.12,1.85,143342,-104763,-62199,-1036,-159,403,
58318,28.2,29.2,1025.12,1.83,143342,-84424,-75411,-684,-26,200,
58338,28.2,29.2,1025.13,1.80,143342,-122508,-99662,-714,-85,111,
58358,28.2,29.2,1025.12,1.82,143342,-143119,-77577,-785,-11,430,
58378,28.2,29.1,1025.12,1.87,143224,-143342,-60466,-906,-279,261,
58398,28.2,29.2,1025.11,1.92,143058,-143342,-37590,-762,-258,157,
58417,28.2,29.2,1025.11,1.96,143342,-143342,-16568,-665,-50,458,
58437,28.2,29.0,1025.11,1.98,143342,-143342,1391,-628,-429,592,
58458,28.2,29.1,1025.10,2.02,114498,-137265,33678,-294,831,1265,
58477,28.2,29.2,1025.09,2.10,41514,-78859,-54569,-895,743,1240,
58497,28.2,29.1,1025.09,2.15,-46488,-29745,-128143,-428,-630,230,
58517,28.2,29.1,1025.09,2.15,95528,-86170,-92736,-72,-309,97,
58537,28.2,29.2,1025.09,2.08,143342,-140748,-40853,-51,168,407,
58557,28.2,29.3,1025.10,2.08,143342,-143342,-21083,-193,212,840,
58577,28.2,29.3,1025.09,2.10,143342,-140328,-6903,-232,249,738,
58597,28.2,29.1,1025.09,2.16,143342,-140380,-5512,-71,372,870,
58617,28.2,29.1,1025.09,2.16,46226,-59578,-20313,-77,951,1466,
58638,28.2,29.1,1025.09,2.16,-128353,-30235,-53038,-191,372,556,
58657,28.2,29.1,1025.08,2.18,-141596,-52885,-54368,-252,41,336,
58676,28.2,29.0,1025.09,2.15,-108696,-81410,-31915,-179,-32,939,
58697,28.2,29.2,1025.08,2.18,11865,-59959,288,-116,-185,1240,
58717,28.2,29.1,1025.09,2.13,115145,12801,14179,-304,316,1363,
58736,28.2,29.1,1025.08,2.19,50286,31889,-9415,-408,136,903,
58756,28.2,29.2,1025.08,2.20,11567,-8378,-14153,-464,-270,720,
58776,28.2,29.0,1025.08,2.25,57701,-54005,5818,-225,194,1125,
58796,28.2,29.1,1025.07,2.28,-1754,-55409,7328,-161,198,1111,
58816,28.2,29.1,1025.07,2.26,-27868,-40193,3556,-81,0,859,
58836,28.2,29.1,1025.08,2.22,52473,-44677,12543,-10,-94,903,
58856,28.2,29.1,1025.08,2.19,133739,-55938,23948,17,26,1097,
58876,28.2,29.1,1025.08,2.21,135703,-45500,25213,41,271,1216,
58896,28.2,29.1,1025.09,2.16,70660,-25795,13768,67,274,981,
58915,28.2,29.0,1025.08,2.18,52871,-30795,10753,119,38,895,
58936,28.2,29.1,1025.08,2.18,112525,-35538,16808,93,107,1044,
58955,28.2,29.0,1025.08,2.20,135441,-30139,18869,283,454,929,
58975,28.2,29.0,1025.08,2.17,135358,-25322,4729,195,470,1093,
58995,28.2,29.0,1025.09,2.14,63603,-9148,3430,64,420,1149,
59015,28.2,29.1,1025.09,2.16,-10517,11480,-8666,9,433,1107,
59035,28.2,29.1,1025.09,2.09,-39313,20702,-13475,20,138,996,
59055,28.2,29.1,1025.09,2.12,8675,28406,5538,74,217,1030,
59076,28.2,29.2,1025.09,2.08,40683,33114,4392,44,365,900,
59097,28.2,29.0,1025.09,2.14,75591,14778,21008,27,287,892,
59116,28.2,29.1,1025.09,2.14,109886,-6667,52622,-154,565,1053,
59135,28.2,29.1,1025.09,2.15,65117,-26810,63205,-84,477,1002,
59155,28.2,29.0,1025.08,2.17,68328,-41986,71618,-22,538,927,
59175,28.2,29.1,1025.08,2.17,10342,-50111,69278,-46,579,804,
59195,28.2,29.1,1025.09,2.12,-13405,-57089,34339,71,423,749,
59214,28.2,29.2,1025.09,2.08,40079,-44187,42070,104,685,672,
59234,28.2,29.1,1025.09,2.09,20711,-27247,54355,101,615,808,
59254,28.2,29.2,1025.09,2.11,39388,-41698,68254,83,612,857,
59274,28.2,29.2,1025.09,2.14,29487,-52176,76685,23,556,848,
59294,28.2,29.1,1025.09,2.15,5783,-26635,83930,59,599,888,
59314,28.2,29.0,1025.09,2.14,-48790,3377,103766,-104,960,958,
59334,28.2,29.0,1025.09,2.13,-134220,19884,111400,30,736,769,
59354,28.2,29.0,1025.09,2.15,-118479,40713,135839,222,165,830,
59374,28.2,29.1,1025.09,2.14,-43588,23384,142401,181,-25,991,
59394,28.2,29.0,1025.09,2.12,-20090,-6916,99023,200,-29,1007,
59414,28.2,29.0,1025.09,2.09,13199,-28577,50465,181,193,971,
59434,28.2,29.1,1025.09,2.10,28822,-27190,46099,112,463,952,
59453,28.2,29.0,1025.09,2.10,6125,-29496,68512,175,472,882,
59473,28.2,29.2,1025.09,2.11,-20833,-33880,83886,216,262,859,
59493,28.2,29.1,1025.09,2.09,-6243,-31570,85028,328,154,776,
59513,28.2,29.1,1025.09,2.11,36911,-21621,85995,318,-14,854,
59533,28.2,29.1,1025.09,2.10,97173,-20527,71596,216,-19,992,
59585,28.2,29.2,1025.10,2.08,31080,3303,49940,368,437,817,
59594,28.2,29.2,1025.10,2.08,24163,5075,51078,416,364,855,
59613,28.2,29.0,1025.09,2.10,83925,-16865,65493,511,347,817,
59633,28.2,29.0,1025.09,2.10,77227,-13763,64023,454,318,944,
59653,28.2,29.1,1025.09,2.10,33950,-8540,38653,296,369,1100,
59673,28.2,29.1,1025.09,2.10,-18169,-1526,17683,249,485,1095,
59692,28.2,29.1,1025.09,2.13,-25331,-1732,30095,273,260,1007,
59713,28.2,29.2,1025.09,2.10,16257,-18217,24163,326,218,896,
59733,28.2,29.1,1025.10,2.08,50106,-41925,25165,336,471,843,
59752,28.2,29.2,1025.09,2.09,18112,-38990,30725,407,549,778,
59772,28.2,29.0,1025.09,2.11,-24653,-21297,36382,509,363,772,
59792,28.2,29.1,1025.09,2.15,-15312,-19263,38998,568,154,827,
59812,28.2,29.0,1025.09,2.10,-1032,-15137,18370,574,290,827,
59832,28.2,29.2,1025.09,2.12,24211,-3298,18965,534,428,859,
59852,28.2,29.1,1025.09,2.16,48943,7778,39847,476,447,989,
59872,28.2,29.0,1025.09,2.15,48339,6833,54241,535,301,916,
59892,28.2,29.2,1025.09,2.14,55475,6396,58349,463,277,990,
59912,28.2,29.2,1025.09,2.12,48457,-1111,51712,500,175,859,
59932,28.2,29.1,1025.09,2.15,54735,5989,44931,497,131,809,
59952,28.2,29.1,1025.08,2.17,61206,9690,26473,487,140,794,
59971,28.2,29.2,1025.08,2.20,76925,726,13733,488,235,785,
59991,28.2,29.0,1025.08,2.22,69619,-7411,-1548,515,225,764,
60011,28.2,29.2,1025.08,2.22,78570,-12547,-8640,591,219,652,
60033,28.2,29.0,1025.09,2.16,100555,-28188,19446,267,1082,963,
60052,28.2,29.1,1025.08,2.18,73272,-67554,79953,531,1082,578,
60071,28.2,28.9,1025.09,2.17,63940,6282,69203,845,26,332,
60091,28.2,29.2,1025.09,2.12,133700,3836,12110,533,168,784,
60111,28.2,29.1,1025.10,2.04,143342,-51961,11515,357,836,755,
60131,28.2,29.0,1025.11,1.95,141640,-99470,36211,423,806,696,
60150,28.2,29.0,1025.11,2.00,97291,-125663,54849,583,602,604,
60171,28.2,29.1,1025.10,2.03,40341,-72874,67921,675,578,636,
60191,28.2,29.0,1025.11,1.96,-3823,6295,31495,717,518,794,
60210,28.2,28.9,1025.10,2.07,-24211,30520,9441,651,616,519,
60230,28.2,29.1,1025.06,2.42,-3141,29859,31565,726,733,194,
60250,28.2,29.1,1025.00,2.87,3876,22710,36680,650,472,277,
60270,28.2,29.0,1024.97,3.14,24403,831,28013,683,433,475,
60290,28.2,29.1,1024.95,3.37,33731,-23922,23270,690,487,637,
60310,28.2,29.1,1024.91,3.67,38438,-28511,28953,748,547,670,
60330,28.2,29.1,1024.86,4.08,33223,-8614,23174,808,525,648,
60350,28.2,29.0,1024.83,4.34,22478,12175,7420,800,579,574,
60370,28.2,29.1,1024.82,4.43,7026,20072,-2686,724,503,490,
60389,28.2,29.1,1024.82,4.48,6938,5652,2520,744,438,498,
60410,28.2,28.9,1024.81,4.55,7879,-4379,9292,711,486,504,
60429,28.2,29.0,1024.80,4.59,7853,4278,6562,722,491,491,
60449,28.2,29.0,1024.82,4.47,1837,8067,-2314,704,573,522,
60469,28.2,29.1,1024.83,4.33,-5079,7669,-10666,698,582,477,
60490,28.2,29.1,1024.84,4.27,-7306,13370,-7774,709,551,493,
60511,28.2,29.0,1024.85,4.15,-4637,1623,-7713,685,577,455,
60530,28.2,29.0,1024.86,4.09,131,-4987,-8631,681,588,411,
60549,28.2,29.0,1024.86,4.07,822,-6851,-7603,684,597,429,
60569,28.2,29.0,1024.87,4.00,-1566,-1789,-8028,677,579,398,
60589,28.2,29.0,1024.89,3.87,-7074,9231,-12775,659,599,433,
60609,28.2,29.0,1024.91,3.69,-13370,8211,-10486,667,518,429,
60629,28.2,29.1,1024.92,3.56,-18799,660,-9502,618,539,384,
60648,28.2,29.1,1024.93,3.51,-18589,-6663,-11169,564,595,362,
60669,28.2,29.0,1024.94,3.46,-9821,-8286,-10893,564,606,366,
60689,28.2,29.0,1024.93,3.51,-5473,-6720,-7511,591,592,375,
60708,28.2,29.2,1024.93,3.53,-4637,-450,-8089,568,652,370,
60728,28.2,29.0,1024.92,3.57,-6107,2550,-5328,524,671,338,
60748,28.2,29.1,1024.93,3.51,-9423,5985,-4239,529,706,360,
60768,28.2,29.1,1024.95,3.36,-15001,10123,-3648,558,700,375,
60788,28.2,29.2,1024.97,3.20,-13685,10994,-1015,564,676,348,
60808,28.2,29.2,1024.97,3.13,-6763,11488,0,562,663,369,
60828,28.2,29.1,1024.97,3.17,-3224,15706,3675,554,693,422,
60848,28.2,29.0,1024.96,3.26,-5398,16813,6483,558,735,389,
60868,28.2,29.0,1024.95,3.36,-8824,12578,10023,598,707,419,
60888,28.2,29.0,1024.93,3.51,-6142,13501,6623,657,640,412,
60908,28.2,29.1,1024.94,3.40,-4961,23966,-1995,648,719,491,
60928,28.2,29.0,1024.97,3.18,-800,36360,-5753,620,768,553,
60980,28.2,29.0,1024.98,3.06,6335,7770,3758,559,725,435,
60988,28.2,29.0,1024.98,3.07,11816,-2104,5928,599,703,419,
